symbol,side,entry_price,avg_exit_price,size_usdt,pnl_usdt,pnl_pct,fee_total,funding_paid,entry_ts,exit_ts,duration_min,score,exit_reason,correlation_id,source,confs,regime,macro_risk
PAXG/USDT,SHORT,4572.944586,4592.093604,192.0246,-0.8809,-0.46,0.1536,0.0,2026-04-28T12:22:27.904684+00:00,2026-04-28T12:47:40.549092+00:00,25.2,6,sl,110f9dbed1f1,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'H2+H1 alignés', 'OB/FVG 30m (intact)', 'OB/FVG double conf 15m', 'TRIX 5m']",VOLATILE,0.0
BTC/USDT,LONG,76248.381596,76317.826446,192.0144,0.098,0.05,0.1536,0.0,2026-04-28T12:26:47.925627+00:00,2026-04-28T12:48:13.153019+00:00,21.4,6,tp_cascade,fa3d9babff06,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76335.92409,76125.237436,191.8821,-0.6063,-0.32,0.1535,0.0,2026-04-28T13:05:13.738844+00:00,2026-04-28T13:08:22.701805+00:00,3.1,6,sl,95e7ccda1685,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4588.475262,4578.594876,191.8373,0.3363,0.18,0.1535,0.0,2026-04-28T12:49:01.088386+00:00,2026-04-28T13:09:05.818207+00:00,20.1,6,tp_cascade,f28ded337dbb,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'H2+H1 alignés', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m']",VOLATILE,0.0
BTC/USDT,LONG,76217.7032,75982.673026,191.7033,-0.6678,-0.35,0.1534,0.0,2026-04-28T13:11:43.559348+00:00,2026-04-28T13:16:01.699963+00:00,4.3,6,sl,226dbf5a6d02,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76145.66,76244.986976,191.5439,0.1732,0.09,0.1532,0.0,2026-04-28T13:18:12.313367+00:00,2026-04-28T13:38:42.976293+00:00,20.5,6,tp_cascade,062ca9787236,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4566.398516,4587.570892,191.7526,-0.9658,-0.5,0.1534,0.0,2026-04-28T13:09:11.605355+00:00,2026-04-28T13:43:05.529835+00:00,33.9,5,sl,619d2134331c,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'H2+H1 alignés', 'TRIX 5m', 'Delta volume confirme']",VOLATILE,0.0
BTC/USDT,LONG,76323.776806,76078.915246,191.4803,-0.6909,-0.36,0.1532,0.0,2026-04-28T13:42:59.948486+00:00,2026-04-28T13:53:31.251496+00:00,10.5,6,sl,e5fffafc31f1,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4583.638166,4573.768215,191.3828,0.3356,0.18,0.1531,0.0,2026-04-28T13:43:42.971090+00:00,2026-04-28T14:04:48.766728+00:00,21.1,5,tp_cascade,94779fe36a65,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m']",VOLATILE,0.0
BTC/USDT,LONG,76213.860896,75948.673438,191.2999,-0.7422,-0.39,0.153,0.0,2026-04-28T13:57:51.416822+00:00,2026-04-28T14:16:01.819566+00:00,18.2,6,sl,336a96c2cc49,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76088.986016,75833.912336,191.0915,-0.717,-0.38,0.1529,0.0,2026-04-28T14:17:01.716817+00:00,2026-04-28T14:23:16.868584+00:00,6.3,6,sl,ba72bcc8b86d,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,75964.091124,75704.559994,190.9504,-0.7288,-0.38,0.1528,0.0,2026-04-28T14:25:37.570327+00:00,2026-04-28T14:35:45.459847+00:00,10.1,6,sl,7c75f5bfbaa8,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4563.290382,4563.750604,191.2221,-0.0958,-0.05,0.153,0.0,2026-04-28T14:14:45.430391+00:00,2026-04-28T14:42:12.144734+00:00,27.4,5,sl,0ee3a442a072,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m']",VOLATILE,0.0
PAXG/USDT,SHORT,4557.06412,4576.954526,190.7339,-0.9088,-0.48,0.1526,0.0,2026-04-28T14:50:28.294494+00:00,2026-04-28T15:00:23.751141+00:00,9.9,5,sl,9d0890cd734d,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m']",VOLATILE,0.0
PAXG/USDT,SHORT,4572.524838,4572.989678,190.6373,-0.0956,-0.05,0.1525,0.0,2026-04-28T15:06:25.909404+00:00,2026-04-28T15:27:17.726219+00:00,20.9,6,sl,c07cdd833fa5,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme']",VOLATILE,0.0
BTC/USDT,LONG,75811.4596,75965.512962,190.8298,0.3114,0.16,0.1527,0.0,2026-04-28T14:41:55.889326+00:00,2026-04-28T15:55:00.476231+00:00,73.1,6,tp_cascade,29ad471ce8a4,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76096.710648,75835.761226,190.4952,-0.7294,-0.38,0.1524,0.0,2026-04-28T16:01:03.875064+00:00,2026-04-28T16:35:07.431780+00:00,34.1,6,sl,4535a57cd2d1,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4567.287982,4586.079998,190.5967,-0.8604,-0.45,0.1525,0.0,2026-04-28T15:31:53.909976+00:00,2026-04-28T16:46:11.843033+00:00,74.3,6,sl,ff8b32e6aa9c,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme']",VOLATILE,0.0
BTC/USDT,LONG,75943.5388,76023.921995,190.3202,0.1254,0.07,0.1522,0.0,2026-04-28T16:37:27.092291+00:00,2026-04-28T16:54:14.277516+00:00,16.8,6,tp_cascade,e2d7d744c2e7,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76190.546916,75958.637456,190.2719,-0.6553,-0.34,0.1522,0.0,2026-04-28T16:57:24.684307+00:00,2026-04-28T17:10:56.720035+00:00,13.5,7,sl,276e22bf8dde,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'Liquidity sweep', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76009.398292,76085.029709,190.1256,0.1131,0.06,0.1521,0.0,2026-04-28T17:20:09.885216+00:00,2026-04-28T17:34:55.897880+00:00,14.8,6,tp_cascade,81007ef182be,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76304.2551,76072.3292,190.1331,-0.654,-0.34,0.1521,0.0,2026-04-28T17:36:38.411686+00:00,2026-04-28T17:54:54.640858+00:00,18.3,6,sl,fb8dffcb9820,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76235.143658,76308.047817,189.987,0.1057,0.06,0.152,0.0,2026-04-28T17:57:48.334380+00:00,2026-04-28T20:03:38.070598+00:00,125.8,6,tp_cascade,5f9ef519cb93,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76445.850006,76247.204212,189.9304,-0.5695,-0.3,0.1519,0.0,2026-04-28T20:05:41.325700+00:00,2026-04-28T21:27:52.233443+00:00,82.2,6,sl,c98c5037edd4,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76338.755788,76303.876261,189.798,-0.1627,-0.09,0.1518,0.0,2026-04-28T21:28:19.428626+00:00,2026-04-28T21:43:58.209331+00:00,15.6,6,sl,c777b6ed2468,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76366.282294,76326.362576,189.7468,-0.1751,-0.09,0.1518,0.0,2026-04-28T21:48:52.927975+00:00,2026-04-28T21:58:57.661618+00:00,10.1,7,sl,67031c53a2b8,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76414.361124,76209.436886,189.6813,-0.5846,-0.31,0.1517,0.0,2026-04-28T21:59:19.706354+00:00,2026-04-28T22:50:45.915997+00:00,51.4,6,sl,42cc4c746733,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76304.15504,76266.179371,189.6031,-0.1702,-0.09,0.1517,0.0,2026-04-28T22:52:19.490222+00:00,2026-04-28T23:19:12.665943+00:00,26.9,6,sl,f6d52921f660,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4586.116678,4606.352154,189.9702,-0.9142,-0.48,0.152,0.0,2026-04-28T18:58:12.476714+00:00,2026-04-29T00:10:09.813136+00:00,312.0,5,sl,3b0f06d1aef3,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme']",VOLATILE,0.0
BTC/USDT,LONG,76382.40196,76417.94937,189.5796,0.0124,0.01,0.1517,0.0,2026-04-28T23:52:56.500998+00:00,2026-04-29T00:54:16.621920+00:00,61.3,6,tp_cascade,23cd03677fe4,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4600.478056,4590.571825,189.3425,0.332,0.18,0.1515,0.0,2026-04-29T00:10:42.189192+00:00,2026-04-29T01:03:14.469146+00:00,52.5,5,tp_cascade,207e8f5e686e,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76553.734698,76343.406456,189.3962,-0.5961,-0.31,0.1515,0.0,2026-04-29T00:58:29.301668+00:00,2026-04-29T01:08:05.160735+00:00,9.6,6,sl,7421fc3d78f2,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4578.741106,4579.262442,189.3954,-0.0973,-0.05,0.1515,0.0,2026-04-29T01:03:30.216526+00:00,2026-04-29T01:11:34.873459+00:00,8.1,5,sl,2fc0139c08f5,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76410.108574,76207.178242,189.3116,-0.5785,-0.31,0.1514,0.0,2026-04-29T01:08:42.825242+00:00,2026-04-29T01:21:55.340064+00:00,13.2,6,sl,402980eb32d2,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76303.65474,76339.165502,189.0893,0.0123,0.01,0.1513,0.0,2026-04-29T01:24:10.364619+00:00,2026-04-29T01:46:38.523292+00:00,22.5,6,tp_cascade,482ec5365cdd,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76473.60665,76509.196522,189.0523,0.0124,0.01,0.1512,0.0,2026-04-29T01:46:38.992837+00:00,2026-04-29T01:48:26.809282+00:00,1.8,6,tp_cascade,a2640c5533df,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
PAXG/USDT,SHORT,4575.043326,4593.974732,189.2161,-0.8587,-0.45,0.1514,0.0,2026-04-29T01:13:35.068475+00:00,2026-04-29T02:07:03.089617+00:00,53.5,5,sl,04b3ff691a63,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76620.834934,76378.84518,189.0751,-0.6728,-0.36,0.1513,0.0,2026-04-29T01:53:16.614222+00:00,2026-04-29T02:30:24.278137+00:00,37.1,6,sl,f601392c7c46,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76472.65608,76516.730566,188.7302,0.0333,0.02,0.151,0.0,2026-04-29T02:30:29.666873+00:00,2026-04-29T03:11:28.036110+00:00,41.0,6,tp_cascade,7382fa949b09,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76658.357434,76694.033287,188.7119,0.0123,0.01,0.151,0.0,2026-04-29T03:12:27.268917+00:00,2026-04-29T03:18:32.298388+00:00,6.1,6,tp_cascade,2d0d9f46cae3,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,76903.76459,76940.078438,188.6974,0.0136,0.01,0.151,0.0,2026-04-29T03:22:28.954424+00:00,2026-04-29T03:37:30.126374+00:00,15.0,6,tp_cascade,143b103d36b9,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,77064.741118,77032.282034,188.7179,-0.155,-0.08,0.151,0.0,2026-04-29T03:38:40.061558+00:00,2026-04-29T03:45:23.870820+00:00,6.7,7,sl,46d906c19991,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,77058.027092,77129.413002,188.6856,0.0994,0.05,0.1509,0.0,2026-04-29T03:49:05.048729+00:00,2026-04-29T04:36:24.662948+00:00,47.3,6,tp_cascade,13efdb684bdf,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,77322.66578,77332.791602,188.6413,-0.0508,-0.03,0.1509,0.0,2026-04-29T04:39:36.683985+00:00,2026-04-29T04:44:41.315170+00:00,5.1,7,sl,79a612f7073d,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,77365.001166,77142.1869,188.6241,-0.6187,-0.33,0.1509,0.0,2026-04-29T04:44:41.538198+00:00,2026-04-29T06:16:44.816761+00:00,92.1,6,sl,a6b2daec2582,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime RANGE']",RANGE,0.0
BTC/USDT,LONG,77256.52612,77053.749994,188.5808,-0.5704,-0.3,0.1509,0.0,2026-04-29T06:20:28.260527+00:00,2026-04-29T06:26:35.731338+00:00,6.1,6,sl,706eaa0cbe76,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77151.693258,76938.549156,188.4449,-0.596,-0.32,0.1508,0.0,2026-04-29T06:30:32.495957+00:00,2026-04-29T06:51:49.346823+00:00,21.3,6,sl,ccaa1ee47d21,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4590.334146,4580.449755,188.8932,0.3312,0.18,0.1511,0.0,2026-04-29T02:09:06.557177+00:00,2026-04-29T07:18:14.300191+00:00,309.1,5,tp_cascade,18ecd3296c1d,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77020.864808,77056.709351,188.3102,0.0123,0.01,0.1506,0.0,2026-04-29T06:56:14.909769+00:00,2026-04-29T07:31:35.258638+00:00,35.3,6,tp_cascade,b1c925e21470,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77147.730882,76941.997086,188.3011,-0.5775,-0.31,0.1506,0.0,2026-04-29T07:49:44.998981+00:00,2026-04-29T08:05:41.128602+00:00,15.9,6,sl,bf1e6141c07f,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77075.487562,77038.82824,188.2019,-0.1648,-0.09,0.1506,0.0,2026-04-29T08:15:41.593281+00:00,2026-04-29T08:31:32.253237+00:00,15.8,6,sl,08c26054d910,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4567.487862,4564.027508,188.3006,0.0673,0.04,0.1506,0.0,2026-04-29T07:19:47.161377+00:00,2026-04-29T08:54:51.711378+00:00,95.1,5,sl,652289ab1eed,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (tested)', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77076.388102,77112.258501,188.1569,0.0123,0.01,0.1505,0.0,2026-04-29T08:43:49.978848+00:00,2026-04-29T09:32:53.598377+00:00,49.1,6,tp_cascade,3663a0afece2,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77285.583544,77321.551283,188.1303,0.0123,0.01,0.1505,0.0,2026-04-29T09:40:07.171136+00:00,2026-04-29T09:48:39.609820+00:00,8.5,6,tp_cascade,ae275a402c5d,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77823.105864,77608.736802,188.1466,-0.5935,-0.32,0.1505,0.0,2026-04-29T09:51:13.899663+00:00,2026-04-29T09:56:52.922372+00:00,5.7,6,sl,f317ed6bb2df,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'Rejet 5m/15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77706.886174,77673.614186,188.0097,-0.1557,-0.08,0.1504,0.0,2026-04-29T10:01:25.211159+00:00,2026-04-29T10:12:22.117217+00:00,10.9,6,sl,241134b7738e,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'H2+H1 alignés', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4565.199236,4561.603554,188.0895,0.0729,0.04,0.1505,0.0,2026-04-29T08:55:34.707178+00:00,2026-04-29T10:16:24.575846+00:00,80.8,5,sl,16ca4afdd746,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (intact)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77737.874756,77758.439226,187.9447,-0.0254,-0.01,0.1503,0.0,2026-04-29T10:12:22.268212+00:00,2026-04-29T10:37:23.908803+00:00,25.0,7,sl,944f8d340e5f,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'H2+H1 alignés', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77754.054458,77522.488582,187.857,-0.6346,-0.34,0.1503,0.0,2026-04-29T10:38:12.355681+00:00,2026-04-29T10:42:31.584994+00:00,4.3,6,sl,dabec05cfbcd,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'H2+H1 alignés', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77634.532788,77403.53,187.735,-0.6337,-0.34,0.1502,0.0,2026-04-29T10:43:15.306844+00:00,2026-04-29T12:14:07.933154+00:00,90.9,8,sl,426f7a31d76e,internal,"['EMA200-H4 haussier', 'BOS H2/H1', 'H2+H1 alignés', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77483.832422,77263.733928,187.6151,-0.608,-0.32,0.1501,0.0,2026-04-29T12:14:19.277545+00:00,2026-04-29T12:15:02.428641+00:00,0.7,6,sl,6c9684605e6e,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77382.521672,77150.741764,187.4598,-0.6365,-0.34,0.15,0.0,2026-04-29T12:19:40.032963+00:00,2026-04-29T12:20:33.017831+00:00,0.9,6,sl,8c0263b8223d,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77178.969614,76946.3045,187.3473,-0.6397,-0.34,0.1499,0.0,2026-04-29T12:24:41.893114+00:00,2026-04-29T12:34:02.376736+00:00,9.3,6,sl,0348b2bee9c6,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4561.81127,4551.988322,187.9048,0.3294,0.18,0.1503,0.0,2026-04-29T10:20:40.406987+00:00,2026-04-29T12:53:06.543695+00:00,152.4,5,tp_cascade,121f259ff79e,internal,"['EMA200-H4 baissier', 'OB/FVG 30m (tested)', 'OB/FVG double conf 15m', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77080.590622,77061.176702,187.2374,-0.122,-0.07,0.1498,0.0,2026-04-29T12:34:58.204355+00:00,2026-04-29T13:07:56.278747+00:00,33.0,6,sl,b966049d534e,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,77152.173546,76916.212566,187.2111,-0.6474,-0.35,0.1498,0.0,2026-04-29T13:10:35.479518+00:00,2026-04-29T13:24:49.033117+00:00,14.2,7,sl,d6c9386bb8ac,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'TRIX 5m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76972.886038,76729.044934,187.1012,-0.6676,-0.36,0.1497,0.0,2026-04-29T13:29:04.391381+00:00,2026-04-29T13:34:36.249147+00:00,5.5,6,sl,6039df758853,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
PAXG/USDT,SHORT,4543.62219,4533.838405,187.2652,0.3283,0.18,0.1498,0.0,2026-04-29T13:02:53.253120+00:00,2026-04-29T13:39:18.568630+00:00,36.4,5,tp_cascade,45ab1879dc9f,internal,"['EMA200-H4 baissier', 'BOS H2/H1', 'H2+H1 alignés', 'TRIX 5m', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76763.950752,76514.064,186.9629,-0.6834,-0.37,0.1496,0.0,2026-04-29T13:35:46.565469+00:00,2026-04-29T13:45:01.663981+00:00,9.3,6,sl,0daa991ae376,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
BTC/USDT,LONG,76565.901994,76668.56481,186.8365,0.1757,0.09,0.1495,0.0,2026-04-29T13:46:23.993263+00:00,2026-04-29T13:50:43.658045+00:00,4.3,6,tp_cascade,b4bb83694f60,internal,"['EMA200-H4 haussier', 'OB/FVG 30m (fvg)', 'OB/FVG double conf 15m', 'Rejet 5m/15m', 'Delta volume confirme', 'ADX régime TREND']",TREND,0.0
